id,book,unit_index,lesson_no,unit_title,lesson_title_en,audio_url,lrc_url,audio_85_url,lrc_85_url,video_collection_embed,video_collection_watch,video_lesson_embed,video_lesson_watch,video_note
100,NCE2,28,28,28.No Parking,No Parking,https://nce.mleo.site/NCE2/28.No%20Parking.mp3,https://nce.mleo.site/NCE2/28.No%20Parking.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_28.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_28.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1dk4y1Y7Wz&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1dk4y1Y7Wz,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L028 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
101,NCE2,29,29,29.Taxi,Taxi,https://nce.mleo.site/NCE2/29.Taxi.mp3,https://nce.mleo.site/NCE2/29.Taxi.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_29.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_29.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1Jh4y1W78Y&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1Jh4y1W78Y,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L029 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
102,NCE2,30,30,30.Football or Polo,Football or Polo,https://nce.mleo.site/NCE2/30.Football%20or%20Polo.mp3,https://nce.mleo.site/NCE2/30.Football%20or%20Polo.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_30.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_30.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1FN411A71J&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1FN411A71J,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L030 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
103,NCE2,31,31,31.Success Story,Success Story,https://nce.mleo.site/NCE2/31.Success%20Story.mp3,https://nce.mleo.site/NCE2/31.Success%20Story.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_31.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_31.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV14M411L78c&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV14M411L78c,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L031 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
104,NCE2,32,32,32.Shopping Made Easy,Shopping Made Easy,https://nce.mleo.site/NCE2/32.Shopping%20Made%20Easy.mp3,https://nce.mleo.site/NCE2/32.Shopping%20Made%20Easy.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_32.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_32.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1ms4y1P7kS&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1ms4y1P7kS,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L032 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
105,NCE2,33,33,33.Out of the Darkness,Out of the Darkness,https://nce.mleo.site/NCE2/33.Out%20of%20the%20Darkness.mp3,https://nce.mleo.site/NCE2/33.Out%20of%20the%20Darkness.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_33.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_33.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1N24y1c7rC&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1N24y1c7rC,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L033 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
106,NCE2,34,34,34.Quick Work,Quick Work,https://nce.mleo.site/NCE2/34.Quick%20Work.mp3,https://nce.mleo.site/NCE2/34.Quick%20Work.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_34.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_34.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1GM411L7f1&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1GM411L7f1,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L034 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
107,NCE2,35,35,35.Stop Thief,Stop Thief,https://nce.mleo.site/NCE2/35.Stop%20Thief.mp3,https://nce.mleo.site/NCE2/35.Stop%20Thief.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_35.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_35.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1Th411E77L&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1Th411E77L,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L035 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
108,NCE2,36,36,36.Across the Channel,Across the Channel,https://nce.mleo.site/NCE2/36.Across%20the%20Channel.mp3,https://nce.mleo.site/NCE2/36.Across%20the%20Channel.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_36.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_36.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1Gv4y1n7K1&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1Gv4y1n7K1,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L036 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
109,NCE2,37,37,37.The Olympic Games,The Olympic Games,https://nce.mleo.site/NCE2/37.The%20Olympic%20Games.mp3,https://nce.mleo.site/NCE2/37.The%20Olympic%20Games.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_37.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_37.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1gL411v73Q&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1gL411v73Q,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L037 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
110,NCE2,38,38,38.Everything Except the Weather,Everything Except the Weather,https://nce.mleo.site/NCE2/38.Everything%20Except%20the%20Weather.mp3,https://nce.mleo.site/NCE2/38.Everything%20Except%20the%20Weather.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_38.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_38.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1xM411V7UN&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1xM411V7UN,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L038 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
111,NCE2,39,39,39.Am I All Right,Am I All Right,https://nce.mleo.site/NCE2/39.Am%20I%20All%20Right.mp3,https://nce.mleo.site/NCE2/39.Am%20I%20All%20Right.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_39.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_39.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1D24y1c78S&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1D24y1c78S,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L039 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
112,NCE2,40,40,40.Food and Talk,Food and Talk,https://nce.mleo.site/NCE2/40.Food%20and%20Talk.mp3,https://nce.mleo.site/NCE2/40.Food%20and%20Talk.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_40.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_40.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1Nv4y1E7vw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1Nv4y1E7vw,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L040 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
113,NCE2,41,41,41.Do You Call That a Hat,Do You Call That a Hat,https://nce.mleo.site/NCE2/41.Do%20You%20Call%20That%20a%20Hat.mp3,https://nce.mleo.site/NCE2/41.Do%20You%20Call%20That%20a%20Hat.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_41.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_41.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1J24y1c7Qy&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1J24y1c7Qy,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L041 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
114,NCE2,42,42,42.Not Very Musical,Not Very Musical,https://nce.mleo.site/NCE2/42.Not%20Very%20Musical.mp3,https://nce.mleo.site/NCE2/42.Not%20Very%20Musical.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_42.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_42.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1hc411H7ta&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1hc411H7ta,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L042 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
115,NCE2,43,43,43.Over the South Pole,Over the South Pole,https://nce.mleo.site/NCE2/43.Over%20the%20South%20Pole.mp3,https://nce.mleo.site/NCE2/43.Over%20the%20South%20Pole.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_43.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_43.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1Rs4y1d7o6&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1Rs4y1d7o6,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L043 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
116,NCE2,44,44,44.Through the Forest,Through the Forest,https://nce.mleo.site/NCE2/44.Through%20the%20Forest.mp3,https://nce.mleo.site/NCE2/44.Through%20the%20Forest.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_44.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_44.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1rm4y127Ck&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1rm4y127Ck,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L044 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
117,NCE2,45,45,45.A Clear Conscience,A Clear Conscience,https://nce.mleo.site/NCE2/45.A%20Clear%20Conscience.mp3,https://nce.mleo.site/NCE2/45.A%20Clear%20Conscience.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_45.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_45.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1dT411n7Z4&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1dT411n7Z4,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L045 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
118,NCE2,46,46,46.Expensive and Uncomfortable,Expensive and Uncomfortable,https://nce.mleo.site/NCE2/46.Expensive%20and%20Uncomfortable.mp3,https://nce.mleo.site/NCE2/46.Expensive%20and%20Uncomfortable.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_46.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_46.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1Rk4y1J7kH&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1Rk4y1J7kH,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L046 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
119,NCE2,47,47,47.A Thirsty Ghost,A Thirsty Ghost,https://nce.mleo.site/NCE2/47.A%20Thirsty%20Ghost.mp3,https://nce.mleo.site/NCE2/47.A%20Thirsty%20Ghost.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_47.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_47.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1E24y1F7Sr&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1E24y1F7Sr,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L047 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
120,NCE2,48,48,48.Did You Want to Tell Me Something,Did You Want to Tell Me Something,https://nce.mleo.site/NCE2/48.Did%20You%20Want%20to%20Tell%20Me%20Something.mp3,https://nce.mleo.site/NCE2/48.Did%20You%20Want%20to%20Tell%20Me%20Something.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_48.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_48.lrc,https://player.bilibili.com/player.html?bvid=BV1cu411r7pw&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1cu411r7pw/,https://player.bilibili.com/player.html?bvid=BV1tM4y1a7e2&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1tM4y1a7e2,"官方合集《新概念英语 第二册 L01～L48｜胶学 x 刘羽Leo》(共177P), 按 L048 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
121,NCE2,49,49,49.The End of a Dream,The End of a Dream,https://nce.mleo.site/NCE2/49.The%20End%20of%20a%20Dream.mp3,https://nce.mleo.site/NCE2/49.The%20End%20of%20a%20Dream.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_49.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_49.lrc,https://player.bilibili.com/player.html?bvid=BV1XA4y1o72C&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1XA4y1o72C/,https://player.bilibili.com/player.html?bvid=BV11k4y1J7ui&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV11k4y1J7ui,"官方合集《新概念英语 第二册 L49～L96｜胶学 x 刘羽Leo》(共179P), 按 L049 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
122,NCE2,50,50,50.Taken for a Ride,Taken for a Ride,https://nce.mleo.site/NCE2/50.Taken%20for%20a%20Ride.mp3,https://nce.mleo.site/NCE2/50.Taken%20for%20a%20Ride.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_50.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_50.lrc,https://player.bilibili.com/player.html?bvid=BV1XA4y1o72C&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1XA4y1o72C/,https://player.bilibili.com/player.html?bvid=BV19s4y1c7pB&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV19s4y1c7pB,"官方合集《新概念英语 第二册 L49～L96｜胶学 x 刘羽Leo》(共179P), 按 L050 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
123,NCE2,51,51,51.Reward for Virtue,Reward for Virtue,https://nce.mleo.site/NCE2/51.Reward%20for%20Virtue.mp3,https://nce.mleo.site/NCE2/51.Reward%20for%20Virtue.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_51.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_51.lrc,https://player.bilibili.com/player.html?bvid=BV1XA4y1o72C&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1XA4y1o72C/,https://player.bilibili.com/player.html?bvid=BV1kP41127Gf&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1kP41127Gf,"官方合集《新概念英语 第二册 L49～L96｜胶学 x 刘羽Leo》(共179P), 按 L051 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
124,NCE2,52,52,52.A Pretty Carpet,A Pretty Carpet,https://nce.mleo.site/NCE2/52.A%20Pretty%20Carpet.mp3,https://nce.mleo.site/NCE2/52.A%20Pretty%20Carpet.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_52.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_52.lrc,https://player.bilibili.com/player.html?bvid=BV1XA4y1o72C&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1XA4y1o72C/,https://player.bilibili.com/player.html?bvid=BV1xz4y1Y7MX&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1xz4y1Y7MX,"官方合集《新概念英语 第二册 L49～L96｜胶学 x 刘羽Leo》(共179P), 按 L052 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
125,NCE2,53,53,53.Hot Snake,Hot Snake,https://nce.mleo.site/NCE2/53.Hot%20Snake.mp3,https://nce.mleo.site/NCE2/53.Hot%20Snake.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_53.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_53.lrc,https://player.bilibili.com/player.html?bvid=BV1XA4y1o72C&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1XA4y1o72C/,https://player.bilibili.com/player.html?bvid=BV1ST41187jJ&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1ST41187jJ,"官方合集《新概念英语 第二册 L49～L96｜胶学 x 刘羽Leo》(共179P), 按 L053 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
126,NCE2,54,54,54.Sticky Fingers,Sticky Fingers,https://nce.mleo.site/NCE2/54.Sticky%20Fingers.mp3,https://nce.mleo.site/NCE2/54.Sticky%20Fingers.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_54.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_54.lrc,https://player.bilibili.com/player.html?bvid=BV1XA4y1o72C&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1XA4y1o72C/,https://player.bilibili.com/player.html?bvid=BV15M411G7jr&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV15M411G7jr,"官方合集《新概念英语 第二册 L49～L96｜胶学 x 刘羽Leo》(共179P), 按 L054 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
127,NCE2,55,55,55.Not a Gold Mine,Not a Gold Mine,https://nce.mleo.site/NCE2/55.Not%20a%20Gold%20Mine.mp3,https://nce.mleo.site/NCE2/55.Not%20a%20Gold%20Mine.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_55.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_55.lrc,https://player.bilibili.com/player.html?bvid=BV1XA4y1o72C&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1XA4y1o72C/,https://player.bilibili.com/player.html?bvid=BV1vo4y1t78i&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1vo4y1t78i,"官方合集《新概念英语 第二册 L49～L96｜胶学 x 刘羽Leo》(共179P), 按 L055 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
128,NCE2,56,56,56.Faster Than Sound,Faster Than Sound,https://nce.mleo.site/NCE2/56.Faster%20Than%20Sound.mp3,https://nce.mleo.site/NCE2/56.Faster%20Than%20Sound.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_56.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_56.lrc,https://player.bilibili.com/player.html?bvid=BV1XA4y1o72C&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1XA4y1o72C/,https://player.bilibili.com/player.html?bvid=BV1Uo4y1t7N8&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1Uo4y1t7N8,"官方合集《新概念英语 第二册 L49～L96｜胶学 x 刘羽Leo》(共179P), 按 L056 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
129,NCE2,57,57,"57.Can I Help You, Madam","Can I Help You, Madam",https://nce.mleo.site/NCE2/57.Can%20I%20Help%20You%2C%20Madam.mp3,https://nce.mleo.site/NCE2/57.Can%20I%20Help%20You%2C%20Madam.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_57.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_57.lrc,https://player.bilibili.com/player.html?bvid=BV1XA4y1o72C&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1XA4y1o72C/,https://player.bilibili.com/player.html?bvid=BV15o4y1M75M&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV15o4y1M75M,"官方合集《新概念英语 第二册 L49～L96｜胶学 x 刘羽Leo》(共179P), 按 L057 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
130,NCE2,58,58,58.A Blessing in Disguise,A Blessing in Disguise,https://nce.mleo.site/NCE2/58.A%20Blessing%20in%20Disguise.mp3,https://nce.mleo.site/NCE2/58.A%20Blessing%20in%20Disguise.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_58.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_58.lrc,https://player.bilibili.com/player.html?bvid=BV1XA4y1o72C&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1XA4y1o72C/,https://player.bilibili.com/player.html?bvid=BV1Vh4y1Z7TE&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1Vh4y1Z7TE,"官方合集《新概念英语 第二册 L49～L96｜胶学 x 刘羽Leo》(共179P), 按 L058 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
131,NCE2,59,59,59.In or Out,In or Out,https://nce.mleo.site/NCE2/59.In%20or%20Out.mp3,https://nce.mleo.site/NCE2/59.In%20or%20Out.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_59.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_59.lrc,https://player.bilibili.com/player.html?bvid=BV1XA4y1o72C&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1XA4y1o72C/,https://player.bilibili.com/player.html?bvid=BV1qh4y1474y&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1qh4y1474y,"官方合集《新概念英语 第二册 L49～L96｜胶学 x 刘羽Leo》(共179P), 按 L059 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
132,NCE2,60,60,60.The Future,The Future,https://nce.mleo.site/NCE2/60.The%20Future.mp3,https://nce.mleo.site/NCE2/60.The%20Future.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_60.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_60.lrc,https://player.bilibili.com/player.html?bvid=BV1XA4y1o72C&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1XA4y1o72C/,https://player.bilibili.com/player.html?bvid=BV1sz4y1z7zK&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1sz4y1z7zK,"官方合集《新概念英语 第二册 L49～L96｜胶学 x 刘羽Leo》(共179P), 按 L060 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
133,NCE2,61,61,61.Trouble with the Hubble,Trouble with the Hubble,https://nce.mleo.site/NCE2/61.Trouble%20with%20the%20Hubble.mp3,https://nce.mleo.site/NCE2/61.Trouble%20with%20the%20Hubble.lrc,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_61.mp3,https://85.mleo.site/NCE2/NCE2%281985%20British%20accent%29_61.lrc,https://player.bilibili.com/player.html?bvid=BV1XA4y1o72C&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1XA4y1o72C/,https://player.bilibili.com/player.html?bvid=BV1KL411B76W&high_quality=1&autoplay=0,https://www.bilibili.com/video/BV1KL411B76W,"官方合集《新概念英语 第二册 L49～L96｜胶学 x 刘羽Leo》(共179P), 按 L061 分P定位; 另有单课切片直链(胶学课程,第三方整理), 见 video_lesson_* 字段"
